"एकान्ते सुखमास्यतां परतरे चेतः समाधीयतां
पूर्णात्मा सुसमीक्ष्यतां जगदिदं तद्वाधितं दृश्यताम्।
प्राक्कर्म प्रविलाप्यतां चितिबलान्नाप्युत्तरैः श्लिश्यतां प्रारब्धं त्विह भुज्यतामथ परब्रह्मात्मना स्थीयताम्॥५॥","एकांत के सुख का सेवन करें,  परब्रह्म में चित्त को लगायें, परब्रह्म की
खोज करें, इस विश्व को उससे व्याप्त देखें, पूर्व कर्मों का नाश करें, मानसिक
बल से भविष्य में आने वाले कर्मों का आलिंगन करें, प्रारब्ध का यहाँ ही
भोग करके परब्रह्म में स्थित हो जाएँ ॥५॥","Enjoy in solitude, meditate on the Lord, search for the Lord, see this world as pervaded by Him. Destroy the effects of the previous deeds, welcome the future with all your mental strength. Exhaust the remaining effects of past actions here and get established in the Lord  ॥5॥",,,,,,,,,,,,,,,पश्यन्नात्मनि मायया बहिरिवोद्भूतं यदा निद्रया।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"तस्मै श्रीगुरुमूर्तये नम इदं श्रीदक्षिणामूर्तये ॥१॥""","यह विश्व दर्पण में दिखाई देने वाली नगरी के समान है (अर्थात्
अवास्तविक है),  स्वयं के भीतर है, मायावश आत्मा ही  बाहर प्रकट हुआ सा
दिखता है  जैसे नींद में अपने अन्दर देखा गया स्वप्न बाहर उत्पन्न हुआ सा
दिखाई देता है। जो आत्म-साक्षात्कार के समय यह ज्ञान देते
हैं कि आत्मा एक (बिना दूसरे के) है उन श्रीगुरु रूपी, श्री
दक्षिणामूर्ति को नमस्कार है ॥१॥","This world is unreal like the image of a city in the mirror, it exists inside. Due to the power of Maya it looks as if it is manifested outside like in dream we see things outside ourselves. Salutations to Sri Shiva in the form of preceptor, who, at the time of self realization, makes one aware that Atma is without second (i.e. one).॥1॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"बीजस्यान्तरिवान्कुरो जगदिदं प्राङनिर्विकल्पं पुन-

र्मायाकल्पितदेशकालकलनावैचित्र्यचित्रीकृतम्।

मायावीव विजॄम्भयत्यपि महायोगोव यः स्वेच्छया

तस्मै श्रीगुरुमूर्तये नम इदं श्रीदक्षिणामूर्तये ॥२॥","बीज के अन्दर स्थित अंकुर की तरह पूर्व में निर्विकल्प इस जगत, जो बाद में  पुनः माया से भांति - भांति के स्थान, समय , विकारों से चित्रित किया हुआ है,  को जो किसी मायावी जैसे,  महायोग से, स्वेच्छा से उद्घाटित करते हैं , उन श्रीगुरु रूपी, श्री
दक्षिणामूर्ति को नमस्कार है ॥२॥","Like a tree inside a seed this world is not manifested initially. Later on it gets manifested due to Maya in space, time and various forms. Salutations to Sri Shiva in the form of preceptor who like a magician, through his yogic powers, transforms it by his own will.॥2॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"यस्यैव स्फुरणं सदात्मकमसत्कल्पार्थकं भासते
साक्षात्तत्त्वमसीति वेदवचसा यो बोधयत्याश्रितान्।  
यत्साक्षात्करणाद्भवेन्न पुनरावृत्तिर्भवाम्भोनिधौ 
तस्मै श्रीगुरुमूर्तये नम इदं श्रीदक्षिणामूर्तये ॥३॥","जिनकी प्रेरणा से सत्य आत्म तत्त्व और उसके असत्य कल्पित अर्थ का
ज्ञान हो जाता है, जो अपने आश्रितों को वेदों में कहे हुए 'तत्त्वमसि' का
प्रत्यक्ष ज्ञान कराते हैं, जिनके साक्षात्कार के बिना इस भव-सागर से पार पाना संभव नहीं होता है, उन श्रीगुरु रूपी, श्री
दक्षिणामूर्ति को नमस्कार है ॥३॥","Who inspires to discriminate between the real 'I' and its imagined, unreal meaning; who imparts direct knowledge of 'You are That' as said in Vedas to his dependents; without direct connection with whom, it is impossible to cross this ocean of birth and death, salutations to Sri Shiva in the form of preceptor.॥3॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"नानाच्छिद्रघटोदरस्तिथ-महादीपप्रभाभास्वरं
ज्ञानं यस्य तु चक्षुरादिकरणद्वारा बहिः स्पन्दते।
जानामीति तमेव भांतमनु-भात्येतत्समस्तं जगत्
तस्मै श्रीगुरुमूर्तये नम इदं श्रीदक्षिणामूर्तये ॥४॥","अनेक छिद्रों वाले घड़े में रक्खे हुए बड़े दीपक के प्रकाश के समान जो ज्ञान आँख आदि इन्द्रियों द्वारा बाहर स्पंदित होता है, 
जिनकी कृपा से मैं यह जानता हूँ कि उस प्रकाश से ही यह सारा संसार प्रकाशित होता है, उन श्रीगुरु रूपी, श्री
दक्षिणामूर्ति को नमस्कार है ॥४॥","Who emanates from eyes and other sense organs like the light of a lamp kept in a vessel with multiple pores; by whose grace, I know that this light only illumines the entire world, salutations to Sri Shiva in the form of preceptor.॥4॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"देहं प्राणमपीन्द्रियाण्यपि चलां बुद्धिं च शून्यं विदुः

स्त्रीबालांधजड़ोपमास्त्वह-मिति भ्रान्ता भृशं वादिनः।

मायाशक्तिविलासकल्पितमहाव्यामोहसंहारिण॓  

तस्मै श्रीगुरुमूर्तये नम इदं श्रीदक्षिणामूर्तये ॥५॥","स्त्रियों, बच्चों, अंधों और मूढ के समान, देह, प्राण, इन्द्रियों, चलायमान बुद्धि और शून्य को 'मैं यह ही हूँ'  बोलने वाले मोहित हैं। जो माया की शक्ति के खेल  से निर्मित इस महान व्याकुलता का अंत करने वाले हैं, उन श्रीगुरु रूपी, श्री
दक्षिणामूर्ति को नमस्कार है ॥५॥","Those who consider themselves as body, life force, sense organs, dynamic intelligence or nothing are deluded like women, kids, blinds and dull-minded. Who ends this great anxiety due to the play of Maya, salutations to Sri Shiva in the form of preceptor. ॥5॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"राहुग्रस्तदिवाकरेंदुसदृशो मायासमाच्छादनात् 

संमात्रः करणोपसंहरणतो योऽभूत्सुषुप्तः पुमान्।

प्रागस्वाप्समिति प्रबोधसमये यः प्रत्यभिज्ञायते

तस्मै श्रीगुरुमूर्तये नम इदं श्रीदक्षिणामूर्तये ॥६॥","राहु से ग्रसित सूर्य और चन्द्र के समान, माया से सब प्रकार से ढँका होने
के कारण, करणों के हट जाने पर अजन्मा सोया हुआ पुरुष  प्रकट हो जाता है। ज्ञान देते समय जो यह पहचान करा देते हैं कि पूर्व में सोये हुए यह तुम ही थे, उन श्रीगुरु रूपी, श्री
दक्षिणामूर्ति को नमस्कार है ॥६॥","The unborn, unaware self is properly covered due to Maya like Sun and Moon eclipsed by Rahu. It shines forth once all barriers are removed. Who makes it realize that you are one with that slept self, salutations to Sri Shiva in the form of preceptor.॥6॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"बाल्यादिष्वपि जाग्रदादिषु तथा सर्वास्ववस्थास्वपि
व्यावृत्तास्वनुवर्तमानम-हमित्यन्तः स्फुरन्तं सदा।

स्वात्मानं प्रकटीकरोति भजतां यो मुद्रया भद्रया 

तस्मै श्रीगुरुमूर्तये नम इदं श्रीदक्षिणामूर्तये ॥७॥","बचपन आदि शारीरिक अवस्थाओं, जागृत आदि मानसिक अवस्थाओं और अन्य सभी
अवस्थाओं में विद्यमान  और उनसे वियुक्त (अलग), सदा मैं यह हूँ की स्फुरणा करने वाले अपने आत्मा को  स्मरण करने पर जो प्रसन्नता एवं सुन्दरता से प्रकट कर देते हैं, उन श्रीगुरु रूपी, श्री
दक्षिणामूर्ति को नमस्कार है ॥७॥","Self is ever present in various stages of body like childhood, etc., various stages of mind like waking, etc. and unattached. Who always resonates like 'I am That', who reveals himself happily and beautifully on remembering, salutations to Sri Shiva in the form of preceptor. ॥7॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"विश्वं पश्यति कार्यकारण-तया स्वस्वामिसम्बन्धतः

शिष्याचार्यतया तथैव पितृपुत्राद्यात्मना भेदतः।

स्वप्ने जाग्रति वा य एष पुरुषो मायापरिभ्रामितः
तस्मै श्रीगुरुमूर्तये नम इदं श्रीदक्षिणामूर्तये ॥८॥","स्वयं के विभिन्न रूपों में जो विश्व को कार्य और कारण सम्बन्ध से, अपने
और स्वामी के सम्बन्ध से,  गुरु और शिष्य सम्बन्ध से और पिता एवं पुत्र
आदि के सम्बन्ध से देखता है, स्वप्न और जागृति में जो यह पुरुष जिनकी माया
द्वारा घुमाया जाता सा लगता है, उन श्रीगुरु रूपी, श्री
दक्षिणामूर्ति को नमस्कार है ॥८॥","Self sees this world in many forms of himself like action and cause, servant and owner, teach er and disciple, father and son, etc. By whose power, Maya; Self looks to be wandering in dream and waking, salutations to Sri Shiva in the form of preceptor.॥8॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"भूरम्भांस्यनलोऽनिलोऽम्बर-महर्नाथो हिमांशुः पुमान्
इत्याभाति चराचरात्मकमिदं यस्यैव मूर्त्यष्टकम्।
नान्यत्किञ्चन विद्यते विमृशतां यस्मात्परस्माद्विभो-स्तस्मै श्रीगुरुमूर्तये नम इदं श्रीदक्षिणामूर्तये ॥९॥","जो भी इस स्थिर और गतिशील जगत में  दिखाई देता है, वह जिसके भूमि, जल,
अग्नि, वायु , आकाश, सूर्य, चन्द्र और पुरुष आदि आठ रूपों में से है,
विचार करने पर जिससे परे कुछ और विद्यमान नहीं है, सर्वव्यापक, उन श्रीगुरु रूपी, श्री
दक्षिणामूर्ति को नमस्कार है ॥९॥","Whatever is seen in this moving and non-moving world is made up of eight forms of Shiva - Earth, Water, Fire, Air, Space, Sun, Moon and Self. On contemplation, there is nothing beyond him, salutations to all pervading Sri Shiva in the form of preceptor.॥9॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"सर्वात्मत्वमिति स्फुटिकृतमिदं यस्मादमुष्मिन् स्तवे

तेनास्य श्रवणात्तदर्थमन-नाद्धयानाच्च संकीर्तनात्।

सर्वात्मत्वमहाविभूतिसहितं स्यादीश्वरत्वं  स्वतः

सिद्ध्येत्तत्पुनरष्टधा परिणतम् चैश्वर्यमव्याहतम्॥१०॥","सबके आत्मा आप ही हैं, जिनकी स्तुति से यह ज्ञान हो जाता है, जिनके बारे
में सुनने से, उनके अर्थ पर विचार करने से, ध्यान और भजन करने से सबके
आत्मारूप  आप समस्त विभूतियों सहित  ईश्वर स्वयं  प्रकट हो जाते हैं और
अपने अप्रतिहत (जिसको रोका न जा सके) ऐश्वर्य से जो पुनः आठ रूपों में प्रकट हो जाते हैं, उन श्रीगुरु रूपी, श्री
दक्षिणामूर्ति को नमस्कार है ॥१०॥","'You are Self of all' is realized by your worship, listening about you, thinking over you, meditating and singing for you. You, the almighty God, are experienced with all your unstoppable grandeur, in eight forms. Salutations to Sri Shiva in the form of preceptor.॥10॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,तत्ज्ञेयं यदुपनिषत्सुनिश्चितार्थम्।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"शेषास्तु भ्रमनिलये परिभ्रमंतः ॥१॥""","वह ज्ञान है जो इन्द्रियों की चंचलता को शांत कर दे, वह जानने योग्य है जो उपनिषदों द्वारा निश्चित किया गया अर्थ है। इस पृथ्वी पर वे धन्य हैं परमार्थ ही जिनका निश्चित उद्देश्य है बाकी लोग तो इस मोह संसार में भ्रमण ही करते हैं ॥१॥","That is knowledge, which quietens the senses. That is to be known, which is finally determined by Upanishads. Blessed are those who have decided to search for Truth, others are just wandering in the delusion. ॥1॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"आदौ विजित्य विषयान्मोहराग-
द्वेषादिशत्रुगणमाह्रतयोगराज्याः।
ज्ञात्वा मतं समनुभूयपरात्मविद्या-
कांतासुखं  वनगृहे विचरन्ति धन्याः ॥२॥","मोह, राग, द्वेष आदि शत्रुरूप विषयों की इच्छा को आरंभ में ही जीत कर, योग
के राज्य में आरूढ़ होने वाले, ज्ञान की प्राप्ति और सम्यक् अनुभूति कर के,  परा
विद्या रूपी पत्नी के साथ वन रूपी गृह में विचरने वाले धन्य हैं ॥२॥","Blessed are those who win over the enemies like delusion, attachment, hatred, etc in the beginning,  get in to the kingdom of yoga, attain and experience knowledge rightly, live in the company of Self Knowledge as their  wife. ॥2॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"त्यक्त्वा गृहे रतिमधोगतिहेतुभूताम्
आत्मेच्छयोपनिषदर्थरसं पिबन्तः।
वीतस्पृहा विषयभोगपदे विरक्ता
धन्याश्चरंतिविजनेषु विरक्तसंगाः ॥३॥","अधो गति के मूल कारण, घर की आसक्ति को छोड़कर, स्वयं को जानने के लिए
उपनिषदों का अर्थ रूपी रस पीने वाले, सभी विषय भोगों और पदों की इच्छा न
करने वाले, विरागी, एकांत में रहने वाले, विरक्तों का साथ करने वाले धन्य
हैं ॥३॥","Blessed are those who leave attachment for their homes, the main reason for downfall; drink the nectar of Upanishads to know the Self, not willing any comfort and position, unattached, live solitary and enjoy the company of ascetics. ॥3॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"त्यक्त्वा ममाहमिति बंधकरे पदे द्वे 
मानावमानसदृशाः समदर्शिनश्च ।
कर्तारमन्यमवगम्य तदर्पितानि
कुर्वन्ति कर्मपरिपाकफलानि धन्याः ॥४॥","'मैं' और 'मेरा' इन दो बांधने वाले पदों का त्याग करने वाले, मान और अपमान
में समान रहने वाले, सबको समान दृष्टि से देखने वाले, दूसरे को कर्ता समझ
कर उसको कुशल कर्मों के फल अर्पित करने वाले धन्य हैं ॥४॥","Blessed are those who do not consider anything as 'me' and 'mine',  remain same in insult and praise, see everyone as equal; understand the doer as different from them, dedicate their skilled actions and results to the Doer. ॥4॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"त्यक्त्वैषणात्रयमवेक्षितमोक्षमार्गा 
भैक्षामृतेन परिकल्पितदेहयात्राः ।

ज्योतिः परात्परतरं परमात्मसंज्ञं 
धन्या द्विजारहसि हृद्यवलोकयन्ति ॥५॥","तीनों प्रकार (पुत्र, वित्त और लोक) की
कामनाओं  का त्याग करने वाले, मोक्ष मार्ग की खोज करने वाले, भिक्षा रूपी
अमृत पर ही इस मानी हुई देह का निर्वाह करने वाले, पर से भी परे परमात्मा
नाम वाले प्रकाश को हृदय में देखने वाले ब्राह्मण धन्य हैं  ॥५॥","Blessed are those twice borns (Brahmans) who do not desire for wealth, recognition and family; constantly search path of salvation, manage this imagined body with the nectar of alms; see the Light of God which is beyond the Beyond in their heart. ॥5॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"नासन्न सन्न सदसन्न महन्न चाणु
न स्त्री पुमान्न च नपुंसकमेक बीजम् ।
यैर्ब्रह्म तत्समनुपासितमेक चितैः
धन्या विरेजुरितरे भवपाश बद्धाः॥६॥","जो न सत है , न असत और न सत और असत दोनों ही, न विशाल है और न सूक्ष्म, न
स्त्री, न पुरुष और न नपुंसक ही, जो एक है और मूल कारण है, उस ब्रह्म की
जो एकाग्र मन से उपासना करते हैं, वे धन्य हैं; दूसरे तो जन्म मृत्यु रूपी
पाश में बंधे हैं ॥६॥","It is not truth, not untruth and not their combination; not big or subtle; not man, not woman and not a eunuch. It is One and the seed of this world. Blessed are those who worship that Lord with concentration, others are bound in the cycle of birth and death. ॥6॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"अज्ञानपंकपरिमग्नमपेतसारं 
दुःखालयं मरणजन्मजरावसक्तम्।
संसारबंधनमनित्यमवेक्ष्य धन्या
ज्ञानासिना तदवशीर्य विनिश्चयन्ति ॥७॥","अज्ञान रूपी कीचड़ में घिरे हुए, सारहीन, दुखों के घर, जन्म, मृत्यु और वृद्धावस्था से सम्पर्क वाले इस संसार रूपी बंधन को अनित्य जान कर इसे ज्ञान रूपी तलवार से काटने का निश्चय करने वाले धन्य हैं ॥७॥","Blessed are those who know this world as mire of ignorance; essence less; home of sorrow; associated with death, birth and old age; ephemeral, decide to cut this bondage with the sword of Knowledge. ॥7॥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"शांतैरनन्यमतिभिर्मधुरस्वभावैः
एकत्वनिश्चितमनोभिरपेतमोहैः।
साकं वनेषु विजितात्मपदस्वरूपं 
तद्वस्तु सम्यगनिशं विमृशन्ति धन्याः ॥८॥","शांत, अनन्य मति वाले, मधुर स्वभाव वाले, मन में
एक ही निश्चय वाले, मोह से वियुक्त, वनों में रहने वाले, आत्म पद को
प्राप्त करके उसके बारे में सम्यक् प्रकार से निरंतर विचार करने वाले धन्य हैं  ॥८॥","Blessed are those who are serene, with fixed interest in Self, of sweet nature, single minded, devoid of delusion, live in the forest, get the knowledge of Self and constantly contemplate about it in right manner. ॥8॥",,,,,,,,,,,,,,,,,,,,,,,,कुतोऽसि गन्ता,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
