id,SA,EN
c:1v11,\u0905\u092f\u0928\u0947\u0937\u0941 \u091a \u0938\u0930\u094d\u0935\u0947\u0937\u0941 \u092f\u0925\u093e\u092d\u093e\u0917\u092e\u0935\u0938\u094d\u0925\u093f\u0924\u093e: |\u092d\u0940\u0937\u094d\u092e\u092e\u0947\u0935\u093e\u092d\u093f\u0930\u0915\u094d\u0937\u0928\u094d\u0924\u0941 \u092d\u0935\u0928\u094d\u0924: \u0938\u0930\u094d\u0935 \u090f\u0935 \u0939\u093f || ,"Therefore, I call upon all the generals of the Kaurava army now to give full support to Grandsire Bheeshma, even as you defend your respective strategic points."
c:1v12,\u0924\u0938\u094d\u092f \u0938\u091e\u094d\u091c\u0928\u092f\u0928\u094d\u0939\u0930\u094d\u0937\u0902 \u0915\u0941\u0930\u0941\u0935\u0943\u0926\u094d\u0927: \u092a\u093f\u0924\u093e\u092e\u0939: |\u0938\u093f\u0902\u0939\u0928\u093e\u0926\u0902 \u0935\u093f\u0928\u0926\u094d\u092f\u094b\u091a\u094d\u091a\u0948: \u0936\u0919\u094d\u0916\u0902 \u0926\u0927\u094d\u092e\u094c \u092a\u094d\u0930\u0924\u093e\u092a\u0935\u093e\u0928\u094d || ,"Then, the grand old man of the Kuru dynasty, the glorious patriarch Bheeshma, roared like a lion, and blew his conch shell very loudly, giving joy to Duryodhan."
c:1v13,\u0924\u0924: \u0936\u0919\u094d\u0916\u093e\u0936\u094d\u091a \u092d\u0947\u0930\u094d\u092f\u0936\u094d\u091a \u092a\u0923\u0935\u093e\u0928\u0915\u0917\u094b\u092e\u0941\u0916\u093e: |\u0938\u0939\u0938\u0948\u0935\u093e\u092d\u094d\u092f\u0939\u0928\u094d\u092f\u0928\u094d\u0924 \u0938 \u0936\u092c\u094d\u0926\u0938\u094d\u0924\u0941\u092e\u0941\u0932\u094b\u093d\u092d\u0935\u0924\u094d || ,"Thereafter, conches, kettledrums, bugles, trumpets, and horns suddenly blared forth, and their combined sound was overwhelming."
c:1v14,\u0924\u0924: \u0936\u094d\u0935\u0947\u0924\u0948\u0930\u094d\u0939\u092f\u0948\u0930\u094d\u092f\u0941\u0915\u094d\u0924\u0947 \u092e\u0939\u0924\u093f \u0938\u094d\u092f\u0928\u094d\u0926\u0928\u0947 \u0938\u094d\u0925\u093f\u0924\u094c |\u092e\u093e\u0927\u0935: \u092a\u093e\u0923\u094d\u0921\u0935\u0936\u094d\u091a\u0948\u0935 \u0926\u093f\u0935\u094d\u092f\u094c \u0936\u0919\u094d\u0916\u094c \u092a\u094d\u0930\u0926\u0927\u094d\u092e\u0924\u0941: || ,"Then, from amidst the Pandava army, seated in a glorious chariot drawn by white horses, Madhav and Arjun blew their Divine conch shells."
c:1v15,\u092a\u093e\u091e\u094d\u091a\u091c\u0928\u094d\u092f\u0902 \u0939\u0943\u0937\u0940\u0915\u0947\u0936\u094b \u0926\u0947\u0935\u0926\u0924\u094d\u0924\u0902 \u0927\u0928\u091e\u094d\u091c\u092f: |\u092a\u094c\u0923\u094d\u0921\u094d\u0930\u0902 \u0926\u0927\u094d\u092e\u094c \u092e\u0939\u093e\u0936\u0919\u094d\u0916\u0902 \u092d\u0940\u092e\u0915\u0930\u094d\u092e\u093e \u0935\u0943\u0915\u094b\u0926\u0930: || ,"Hrishikesh blew his conch shell, called Panchajanya, and Arjun blew the Devadutta. Bheem, the voracious eater and performer of herculean tasks, blew his mighty conch, called Paundra."
c:1v16,\u0905\u0928\u0928\u094d\u0924\u0935\u093f\u091c\u092f\u0902 \u0930\u093e\u091c\u093e \u0915\u0941\u0928\u094d\u0924\u0940\u092a\u0941\u0924\u094d\u0930\u094b \u092f\u0941\u0927\u093f\u0937\u094d\u0920\u093f\u0930: |\u0928\u0915\u0941\u0932: \u0938\u0939\u0926\u0947\u0935\u0936\u094d\u091a \u0938\u0941\u0918\u094b\u0937\u092e\u0923\u093f\u092a\u0941\u0937\u094d\u092a\u0915\u094c || \u0915\u093e\u0936\u094d\u092f\u0936\u094d\u091a \u092a\u0930\u092e\u0947\u0937\u094d\u0935\u093e\u0938: \u0936\u093f\u0916\u0923\u094d\u0921\u0940 \u091a \u092e\u0939\u093e\u0930\u0925: |\u0927\u0943\u0937\u094d\u091f\u0926\u094d\u092f\u0941\u092e\u094d\u0928\u094b \u0935\u093f\u0930\u093e\u091f\u0936\u094d\u091a \u0938\u093e\u0924\u094d\u092f\u0915\u093f\u0936\u094d\u091a\u093e\u092a\u0930\u093e\u091c\u093f\u0924: || \u0926\u094d\u0930\u0941\u092a\u0926\u094b \u0926\u094d\u0930\u094c\u092a\u0926\u0947\u092f\u093e\u0936\u094d\u091a \u0938\u0930\u094d\u0935\u0936: \u092a\u0943\u0925\u093f\u0935\u0940\u092a\u0924\u0947 |\u0938\u094c\u092d\u0926\u094d\u0930\u0936\u094d\u091a \u092e\u0939\u093e\u092c\u093e\u0939\u0941: \u0936\u0919\u094d\u0916\u093e\u0928\u094d\u0926\u0927\u094d\u092e\u0941: \u092a\u0943\u0925\u0915\u094d \u092a\u0943\u0925\u0915\u094d || ,"King Yudhishthir, blew the Anantavijay, while Nakul and Sahadev blew the Sughosh and Manipushpak. The excellent archer and king of Kashi, the great warrior Shikhandi, Dhrishtadyumna, Virat, and the invincible Satyaki, Drupad, the five sons of Draupadi, and the mighty-armed Abhimanyu, son of Subhadra, all blew their respective conch shells, O Ruler of the earth."
c:1v17,\u0905\u0928\u0928\u094d\u0924\u0935\u093f\u091c\u092f\u0902 \u0930\u093e\u091c\u093e \u0915\u0941\u0928\u094d\u0924\u0940\u092a\u0941\u0924\u094d\u0930\u094b \u092f\u0941\u0927\u093f\u0937\u094d\u0920\u093f\u0930: |\u0928\u0915\u0941\u0932: \u0938\u0939\u0926\u0947\u0935\u0936\u094d\u091a \u0938\u0941\u0918\u094b\u0937\u092e\u0923\u093f\u092a\u0941\u0937\u094d\u092a\u0915\u094c || \u0915\u093e\u0936\u094d\u092f\u0936\u094d\u091a \u092a\u0930\u092e\u0947\u0937\u094d\u0935\u093e\u0938: \u0936\u093f\u0916\u0923\u094d\u0921\u0940 \u091a \u092e\u0939\u093e\u0930\u0925: |\u0927\u0943\u0937\u094d\u091f\u0926\u094d\u092f\u0941\u092e\u094d\u0928\u094b \u0935\u093f\u0930\u093e\u091f\u0936\u094d\u091a \u0938\u093e\u0924\u094d\u092f\u0915\u093f\u0936\u094d\u091a\u093e\u092a\u0930\u093e\u091c\u093f\u0924: || \u0926\u094d\u0930\u0941\u092a\u0926\u094b \u0926\u094d\u0930\u094c\u092a\u0926\u0947\u092f\u093e\u0936\u094d\u091a \u0938\u0930\u094d\u0935\u0936: \u092a\u0943\u0925\u093f\u0935\u0940\u092a\u0924\u0947 |\u0938\u094c\u092d\u0926\u094d\u0930\u0936\u094d\u091a \u092e\u0939\u093e\u092c\u093e\u0939\u0941: \u0936\u0919\u094d\u0916\u093e\u0928\u094d\u0926\u0927\u094d\u092e\u0941: \u092a\u0943\u0925\u0915\u094d \u092a\u0943\u0925\u0915\u094d || ,"King Yudhishthir, blew the Anantavijay, while Nakul and Sahadev blew the Sughosh and Manipushpak. The excellent archer and king of Kashi, the great warrior Shikhandi, Dhrishtadyumna, Virat, and the invincible Satyaki, Drupad, the five sons of Draupadi, and the mighty-armed Abhimanyu, son of Subhadra, all blew their respective conch shells, O Ruler of the earth."
c:1v18,\u0905\u0928\u0928\u094d\u0924\u0935\u093f\u091c\u092f\u0902 \u0930\u093e\u091c\u093e \u0915\u0941\u0928\u094d\u0924\u0940\u092a\u0941\u0924\u094d\u0930\u094b \u092f\u0941\u0927\u093f\u0937\u094d\u0920\u093f\u0930: |\u0928\u0915\u0941\u0932: \u0938\u0939\u0926\u0947\u0935\u0936\u094d\u091a \u0938\u0941\u0918\u094b\u0937\u092e\u0923\u093f\u092a\u0941\u0937\u094d\u092a\u0915\u094c || \u0915\u093e\u0936\u094d\u092f\u0936\u094d\u091a \u092a\u0930\u092e\u0947\u0937\u094d\u0935\u093e\u0938: \u0936\u093f\u0916\u0923\u094d\u0921\u0940 \u091a \u092e\u0939\u093e\u0930\u0925: |\u0927\u0943\u0937\u094d\u091f\u0926\u094d\u092f\u0941\u092e\u094d\u0928\u094b \u0935\u093f\u0930\u093e\u091f\u0936\u094d\u091a \u0938\u093e\u0924\u094d\u092f\u0915\u093f\u0936\u094d\u091a\u093e\u092a\u0930\u093e\u091c\u093f\u0924: || \u0926\u094d\u0930\u0941\u092a\u0926\u094b \u0926\u094d\u0930\u094c\u092a\u0926\u0947\u092f\u093e\u0936\u094d\u091a \u0938\u0930\u094d\u0935\u0936: \u092a\u0943\u0925\u093f\u0935\u0940\u092a\u0924\u0947 |\u0938\u094c\u092d\u0926\u094d\u0930\u0936\u094d\u091a \u092e\u0939\u093e\u092c\u093e\u0939\u0941: \u0936\u0919\u094d\u0916\u093e\u0928\u094d\u0926\u0927\u094d\u092e\u0941: \u092a\u0943\u0925\u0915\u094d \u092a\u0943\u0925\u0915\u094d || ,"King Yudhishthir, blew the Anantavijay, while Nakul and Sahadev blew the Sughosh and Manipushpak. The excellent archer and king of Kashi, the great warrior Shikhandi, Dhrishtadyumna, Virat, and the invincible Satyaki, Drupad, the five sons of Draupadi, and the mighty-armed Abhimanyu, son of Subhadra, all blew their respective conch shells, O Ruler of the earth."
c:1v19,\u0938 \u0918\u094b\u0937\u094b \u0927\u093e\u0930\u094d\u0924\u0930\u093e\u0937\u094d\u091f\u094d\u0930\u093e\u0923\u093e\u0902 \u0939\u0943\u0926\u092f\u093e\u0928\u093f \u0935\u094d\u092f\u0926\u093e\u0930\u092f\u0924\u094d |,"The terrific sound thundered across the sky and the earth, and shattered the hearts of your sons, O Dhritarasthra."
c:1v20,\u0905\u0925 \u0935\u094d\u092f\u0935\u0938\u094d\u0925\u093f\u0924\u093e\u0928\u094d\u0926\u0943\u0937\u094d\u091f\u094d\u0935\u093e \u0927\u093e\u0930\u094d\u0924\u0930\u093e\u0937\u094d\u091f\u094d\u0930\u093e\u0928\u094d \u0915\u092a\u093f\u0927\u094d\u0935\u091c: |\u092a\u094d\u0930\u0935\u0943\u0924\u094d\u0924\u0947 \u0936\u0938\u094d\u0924\u094d\u0930\u0938\u092e\u094d\u092a\u093e\u0924\u0947 \u0927\u0928\u0941\u0930\u0941\u0926\u094d\u092f\u092e\u094d\u092f \u092a\u093e\u0923\u094d\u0921\u0935: || \u0939\u0943\u0937\u0940\u0915\u0947\u0936\u0902 \u0924\u0926\u093e \u0935\u093e\u0915\u094d\u092f\u092e\u093f\u0926\u092e\u093e\u0939 \u092e\u0939\u0940\u092a\u0924\u0947 |,"At that time, the son of Pandu, Arjun, who had the insignia of Hanuman on the flag of his chariot, took up his bow. Seeing your sons arrayed against him, O King, Arjun then spoke the following words to Shree Krishna."
c:1v21,\u0905\u0930\u094d\u091c\u0941\u0928 \u0909\u0935\u093e\u091a |\u0938\u0947\u0928\u092f\u094b\u0930\u0941\u092d\u092f\u094b\u0930\u094d\u092e\u0927\u094d\u092f\u0947 \u0930\u0925\u0902 \u0938\u094d\u0925\u093e\u092a\u092f \u092e\u0947\u093d\u091a\u094d\u092f\u0941\u0924 || \u092f\u093e\u0935\u0926\u0947\u0924\u093e\u0928\u094d\u0928\u093f\u0930\u0940\u0915\u094d\u0937\u0947\u093d\u0939\u0902 \u092f\u094b\u0926\u094d\u0927\u0941\u0915\u093e\u092e\u093e\u0928\u0935\u0938\u094d\u0925\u093f\u0924\u093e\u0928\u094d |\u0915\u0948\u0930\u094d\u092e\u092f\u093e \u0938\u0939 \u092f\u094b\u0926\u094d\u0927\u0935\u094d\u092f\u092e\u0938\u094d\u092e\u093f\u0928\u094d \u0930\u0923\u0938\u092e\u0941\u0926\u094d\u092f\u092e\u0947 || ,"Arjun said: O Infallible One, please take my chariot to the middle of both armies, so that I may look at the warriors arrayed for battle, whom I must fight in this great combat."
c:1v22,\u0905\u0930\u094d\u091c\u0941\u0928 \u0909\u0935\u093e\u091a |\u0938\u0947\u0928\u092f\u094b\u0930\u0941\u092d\u092f\u094b\u0930\u094d\u092e\u0927\u094d\u092f\u0947 \u0930\u0925\u0902 \u0938\u094d\u0925\u093e\u092a\u092f \u092e\u0947\u093d\u091a\u094d\u092f\u0941\u0924 || \u092f\u093e\u0935\u0926\u0947\u0924\u093e\u0928\u094d\u0928\u093f\u0930\u0940\u0915\u094d\u0937\u0947\u093d\u0939\u0902 \u092f\u094b\u0926\u094d\u0927\u0941\u0915\u093e\u092e\u093e\u0928\u0935\u0938\u094d\u0925\u093f\u0924\u093e\u0928\u094d |\u0915\u0948\u0930\u094d\u092e\u092f\u093e \u0938\u0939 \u092f\u094b\u0926\u094d\u0927\u0935\u094d\u092f\u092e\u0938\u094d\u092e\u093f\u0928\u094d \u0930\u0923\u0938\u092e\u0941\u0926\u094d\u092f\u092e\u0947 || ,"Arjun said: O Infallible One, please take my chariot to the middle of both armies, so that I may look at the warriors arrayed for battle, whom I must fight in this great combat."
c:1v23,\u092f\u094b\u0924\u094d\u0938\u094d\u092f\u092e\u093e\u0928\u093e\u0928\u0935\u0947\u0915\u094d\u0937\u0947\u093d\u0939\u0902 \u092f \u090f\u0924\u0947\u093d\u0924\u094d\u0930 \u0938\u092e\u093e\u0917\u0924\u093e: |\u0927\u093e\u0930\u094d\u0924\u0930\u093e\u0937\u094d\u091f\u094d\u0930\u0938\u094d\u092f \u0926\u0941\u0930\u094d\u092c\u0941\u0926\u094d\u0927\u0947\u0930\u094d\u092f\u0941\u0926\u094d\u0927\u0947 \u092a\u094d\u0930\u093f\u092f\u091a\u093f\u0915\u0940\u0930\u094d\u0937\u0935: || ,"I desire to see those who have come here to fight on the side of the evil-minded son of Dhritarasthra, wishing to please him."
c:1v24,\u0938\u091e\u094d\u091c\u092f \u0909\u0935\u093e\u091a |\u090f\u0935\u092e\u0941\u0915\u094d\u0924\u094b \u0939\u0943\u0937\u0940\u0915\u0947\u0936\u094b \u0917\u0941\u0921\u093e\u0915\u0947\u0936\u0947\u0928 \u092d\u093e\u0930\u0924 |\u0938\u0947\u0928\u092f\u094b\u0930\u0941\u092d\u092f\u094b\u0930\u094d\u092e\u0927\u094d\u092f\u0947 \u0938\u094d\u0925\u093e\u092a\u092f\u093f\u0924\u094d\u0935\u093e \u0930\u0925\u094b\u0924\u094d\u0924\u092e\u092e\u094d || ,"Sanjay said: O Dhritarasthra, having thus been addressed by Arjun, the conqueror of sleep, Shree Krishna then drew the magnificent chariot between the two armies."
c:1v25,\u092d\u0940\u0937\u094d\u092e\u0926\u094d\u0930\u094b\u0923\u092a\u094d\u0930\u092e\u0941\u0916\u0924: \u0938\u0930\u094d\u0935\u0947\u0937\u093e\u0902 \u091a \u092e\u0939\u0940\u0915\u094d\u0937\u093f\u0924\u093e\u092e\u094d |\u0909\u0935\u093e\u091a \u092a\u093e\u0930\u094d\u0925 \u092a\u0936\u094d\u092f\u0948\u0924\u093e\u0928\u094d\u0938\u092e\u0935\u0947\u0924\u093e\u0928\u094d\u0915\u0941\u0930\u0942\u0928\u093f\u0924\u093f || ,"In the presence of Bheeshma, Dronacharya, and all the other kings, Shree Krishna said: O Parth, behold these Kurus gathered here."
c:1v26,\u0924\u0924\u094d\u0930\u093e\u092a\u0936\u094d\u092f\u0924\u094d\u0938\u094d\u0925\u093f\u0924\u093e\u0928\u094d \u092a\u093e\u0930\u094d\u0925: \u092a\u093f\u0924\u0943 \u0928\u0925 \u092a\u093f\u0924\u093e\u092e\u0939\u093e\u0928\u094d |\u0906\u091a\u093e\u0930\u094d\u092f\u093e\u0928\u094d\u092e\u093e\u0924\u0941\u0932\u093e\u0928\u094d\u092d\u094d\u0930\u093e\u0924\u0943 \u0928\u094d\u092a\u0941\u0924\u094d\u0930\u093e\u0928\u094d\u092a\u094c\u0924\u094d\u0930\u093e\u0928\u094d\u0938\u0916\u0940\u0902\u0938\u094d\u0924\u0925\u093e || \u0936\u094d\u0935\u0936\u0941\u0930\u093e\u0928\u094d\u0938\u0941\u0939\u0943\u0926\u0936\u094d\u091a\u0948\u0935 \u0938\u0947\u0928\u092f\u094b\u0930\u0941\u092d\u092f\u094b\u0930\u092a\u093f |,"There, Arjun could see stationed in both armies, his fathers, grandfathers, teachers, maternal uncles, brothers, cousins, sons, nephews, grand-nephews, friends, fathers-in-law, and well-wishers."
c:1v27,\u0924\u093e\u0928\u094d\u0938\u092e\u0940\u0915\u094d\u0937\u094d\u092f \u0938 \u0915\u094c\u0928\u094d\u0924\u0947\u092f: \u0938\u0930\u094d\u0935\u093e\u0928\u094d\u092c\u0928\u094d\u0927\u0942\u0928\u0935\u0938\u094d\u0925\u093f\u0924\u093e\u0928\u094d || \u0915\u0943\u092a\u092f\u093e \u092a\u0930\u092f\u093e\u0935\u093f\u0937\u094d\u091f\u094b \u0935\u093f\u0937\u0940\u0926\u0928\u094d\u0928\u093f\u0926\u092e\u092c\u094d\u0930\u0935\u0940\u0924\u094d |,"Seeing all his relatives present there, Arjun, the son of Kunti, was overwhelmed with compassion, and with deep sorrow, spoke the following words."
c:1v28,\u0905\u0930\u094d\u091c\u0941\u0928 \u0909\u0935\u093e\u091a |\u0926\u0943\u0937\u094d\u091f\u094d\u0935\u0947\u092e\u0902 \u0938\u094d\u0935\u091c\u0928\u0902 \u0915\u0943\u0937\u094d\u0923 \u092f\u0941\u092f\u0941\u0924\u094d\u0938\u0941\u0902 \u0938\u092e\u0941\u092a\u0938\u094d\u0925\u093f\u0924\u092e\u094d || \u0938\u0940\u0926\u0928\u094d\u0924\u093f \u092e\u092e \u0917\u093e\u0924\u094d\u0930\u093e\u0923\u093f \u092e\u0941\u0916\u0902 \u091a \u092a\u0930\u093f\u0936\u0941\u0937\u094d\u092f\u0924\u093f |,"Arjun said: O Krishna, seeing my own kinsmen arrayed for battle here and intent on killing each other, my limbs are giving way and my mouth is drying up."
c:1v29,\u0935\u0947\u092a\u0925\u0941\u0936\u094d\u091a \u0936\u0930\u0940\u0930\u0947 \u092e\u0947 \u0930\u094b\u092e\u0939\u0930\u094d\u0937\u0936\u094d\u091a \u091c\u093e\u092f\u0924\u0947 || \u0917\u093e\u0923\u094d\u0921\u0940\u0935\u0902 \u0938\u094d\u0930\u0902\u0938\u0924\u0947 \u0939\u0938\u094d\u0924\u093e\u0924\u094d\u0935\u0915\u094d\u091a\u0948 \u0935 \u092a\u0930\u093f\u0926\u0939\u094d\u092f\u0924\u0947 |\u0928 \u091a \u0936\u0915\u094d\u0928\u094b\u092e\u094d\u092f\u0935\u0938\u094d\u0925\u093e\u0924\u0941\u0902 \u092d\u094d\u0930\u092e\u0924\u0940\u0935 \u091a \u092e\u0947 \u092e\u0928: ||  \u0928\u093f\u092e\u093f\u0924\u094d\u0924\u093e\u0928\u093f \u091a \u092a\u0936\u094d\u092f\u093e\u092e\u093f \u0935\u093f\u092a\u0930\u0940\u0924\u093e\u0928\u093f \u0915\u0947\u0936\u0935 |\u0928 \u091a \u0936\u094d\u0930\u0947\u092f\u094b\u093d\u0928\u0941\u092a\u0936\u094d\u092f\u093e\u092e\u093f \u0939\u0924\u094d\u0935\u093e \u0938\u094d\u0935\u091c\u0928\u092e\u093e\u0939\u0935\u0947 || ,"My whole body shudders; my hair is standing on end. My bow, the G\u0101\u1e47\u1e0d\u012bv, is slipping from my hand, and my skin is burning all over. My mind is in quandary and whirling in confusion; I am unable to hold myself steady any longer. O Krishna, killer of the Keshi demon, I only see omens of misfortune. I do not foresee how any good can come from killing my own kinsmen in this battle."
