data_id,book_id,chapter,verse,sanskrit,english
40001013,40,1,13,\u0924\u0938\u094d\u092f \u0938\u0941\u0924\u094b \u093d\u092c\u094b\u0939\u0941\u0926\u094d \u0924\u0938\u094d\u092f \u0938\u0941\u0924 \u0907\u0932\u0940\u092f\u093e\u0915\u0940\u092e\u094d \u0924\u0938\u094d\u092f \u0938\u0941\u0924\u094b\u093d\u0938\u094b\u0930\u094d\u0964 ,And Zorobabel begat Abiud; and Abiud begat Eliakim; and Eliakim begat Azor;
40001014,40,1,14,\u0905\u0938\u094b\u0930\u0903 \u0938\u0941\u0924\u0903 \u0938\u093e\u0926\u094b\u0915\u094d \u0924\u0938\u094d\u092f \u0938\u0941\u0924 \u0906\u0916\u0940\u092e\u094d \u0924\u0938\u094d\u092f \u0938\u0941\u0924 \u0907\u0932\u0940\u0939\u0942\u0926\u094d\u0964,And Azor begat Sadoc; and Sadoc begat Achim; and Achim begat Eliud;
40001015,40,1,15,\u0924\u0938\u094d\u092f \u0938\u0941\u0924 \u0907\u0932\u093f\u092f\u093e\u0938\u0930\u094d \u0924\u0938\u094d\u092f \u0938\u0941\u0924\u094b \u092e\u0924\u094d\u0924\u0928\u094d\u0964,And Eliud begat Eleazar; and Eleazar begat Matthan; and Matthan begat Jacob;
40001016,40,1,16,"\u0924\u0938\u094d\u092f \u0938\u0941\u0924\u094b \u092f\u093e\u0915\u0942\u092c\u094d \u0924\u0938\u094d\u092f \u0938\u0941\u0924\u094b \u092f\u0942\u0937\u092b\u094d \u0924\u0938\u094d\u092f \u091c\u093e\u092f\u093e \u092e\u0930\u093f\u092f\u092e\u094d; \u0924\u0938\u094d\u092f \u0917\u0930\u094d\u092d\u0947 \u092f\u0940\u0936\u0941\u0930\u091c\u0928\u093f, \u0924\u092e\u0947\u0935 \u0916\u094d\u0930\u0940\u0937\u094d\u091f\u092e\u094d (\u0905\u0930\u094d\u0925\u093e\u0926\u094d \u0905\u092d\u093f\u0937\u093f\u0915\u094d\u0924\u0902) \u0935\u0926\u0928\u094d\u0924\u093f\u0964","And Jacob begat Joseph the husband of Mary, of whom was born Jesus, who is called Christ."
40001017,40,1,17,\u0907\u0924\u094d\u0925\u092e\u094d \u0907\u092c\u094d\u0930\u093e\u0939\u0940\u092e\u094b \u0926\u093e\u092f\u0942\u0926\u0902 \u092f\u093e\u0935\u0924\u094d \u0938\u093e\u0915\u0932\u094d\u092f\u0947\u0928 \u091a\u0924\u0941\u0930\u094d\u0926\u0936\u092a\u0941\u0930\u0941\u0937\u093e\u0903; \u0906 \u0926\u093e\u092f\u0942\u0926\u0903 \u0915\u093e\u0932\u093e\u0926\u094d \u092c\u093e\u092c\u093f\u0932\u093f \u092a\u094d\u0930\u0935\u0938\u0928\u0915\u093e\u0932\u0902 \u092f\u093e\u0935\u0924\u094d \u091a\u0924\u0941\u0930\u094d\u0926\u0936\u092a\u0941\u0930\u0941\u0937\u093e \u092d\u0935\u0928\u094d\u0924\u093f\u0964 \u092c\u093e\u092c\u093f\u0932\u093f \u092a\u094d\u0930\u0935\u093e\u0938\u0928\u0915\u093e\u0932\u093e\u0924\u094d \u0916\u094d\u0930\u0940\u0937\u094d\u091f\u0938\u094d\u092f \u0915\u093e\u0932\u0902 \u092f\u093e\u0935\u0924\u094d \u091a\u0924\u0941\u0930\u094d\u0926\u0936\u092a\u0941\u0930\u0941\u0937\u093e \u092d\u0935\u0928\u094d\u0924\u093f\u0964,So all the generations from Abraham to David are fourteen generations; and from David until the carrying away into Babylon are fourteen generations; and from the carrying away into Babylon unto Christ are fourteen generations.
40001018,40,1,18,"\u092f\u0940\u0936\u0941\u0916\u094d\u0930\u0940\u0937\u094d\u091f\u0938\u094d\u092f \u091c\u0928\u094d\u092e \u0915\u0925\u094d\u0925\u0924\u0947\u0964 \u092e\u0930\u093f\u092f\u092e\u094d \u0928\u093e\u092e\u093f\u0915\u093e \u0915\u0928\u094d\u092f\u093e \u092f\u0942\u0937\u092b\u0947 \u0935\u093e\u0917\u094d\u0926\u0924\u094d\u0924\u093e\u0938\u0940\u0924\u094d, \u0924\u0926\u093e \u0924\u092f\u094b\u0903 \u0938\u0919\u094d\u0917\u092e\u093e\u0924\u094d \u092a\u094d\u0930\u093e\u0915\u094d \u0938\u093e \u0915\u0928\u094d\u092f\u093e\xa0 \u092a\u0935\u093f\u0924\u094d\u0930\u0947\u0923\u093e\u0924\u094d\u092e\u0928\u093e \u0917\u0930\u094d\u092d\u0935\u0924\u0940 \u092c\u092d\u0942\u0935\u0964","Now the birth of Jesus Christ was on this wise: When as his mother Mary was espoused to Joseph, before they came together, she was found with child of the Holy Ghost."
40001019,40,1,19,\u0924\u0924\u094d\u0930 \u0924\u0938\u094d\u092f\u093e\u0903 \u092a\u0924\u093f \u0930\u094d\u092f\u0942\u0937\u092b\u094d \u0938\u094c\u091c\u0928\u094d\u092f\u093e\u0924\u094d \u0924\u0938\u094d\u092f\u093e\u0903 \u0915\u0932\u0919\u094d\u0917\u0902 \u092a\u094d\u0930\u0915\u093e\u0936\u092f\u093f\u0924\u0941\u092e\u094d \u0905\u0928\u093f\u091a\u094d\u091b\u0928\u094d \u0917\u094b\u092a\u0928\u0947\u0928\u0947 \u0924\u093e\u0902 \u092a\u093e\u0930\u093f\u0924\u094d\u092f\u0915\u094d\u0924\u0941\u0902 \u092e\u0928\u0936\u094d\u091a\u0915\u094d\u0930\u0947\u0964,"Then Joseph her husband, being a just man, and not willing to make her a publick example, was minded to put her away privily."
40001020,40,1,20,"\u0938 \u0924\u0925\u0948\u0935 \u092d\u093e\u0935\u092f\u0924\u093f, \u0924\u0926\u093e\u0928\u0940\u0902 \u092a\u0930\u092e\u0947\u0936\u094d\u0935\u0930\u0938\u094d\u092f \u0926\u0942\u0924\u0903\xa0\u0938\u094d\u0935\u092a\u094d\u0928\u0947 \u0924\u0902 \u0926\u0930\u094d\u0936\u0928\u0902 \u0926\u0924\u094d\u0924\u094d\u0935\u093e \u0935\u094d\u092f\u093e\u091c\u0939\u093e\u0930, \u0939\u0947 \u0926\u093e\u092f\u0942\u0926\u0903 \u0938\u0928\u094d\u0924\u093e\u0928 \u092f\u0942\u0937\u092b\u094d \u0924\u094d\u0935\u0902 \u0928\u093f\u091c\u093e\u0902 \u091c\u093e\u092f\u093e\u0902 \u092e\u0930\u093f\u092f\u092e\u092e\u094d \u0906\u0926\u093e\u0924\u0941\u0902 \u092e\u093e \u092d\u0948\u0937\u0940\u0903\u0964","But while he thought on these things, behold, the angel of the LORD appeared unto him in a dream, saying, Joseph, thou son of David, fear not to take unto thee Mary thy wife: for that which is conceived in her is of the Holy Ghost."
40001021,40,1,21,"\u092f\u0924\u0938\u094d\u0924\u0938\u094d\u092f\u093e \u0917\u0930\u094d\u092d\u0903 \u092a\u0935\u093f\u0924\u094d\u0930\u093e\u0926\u093e\u0924\u094d\u092e\u0928\u094b\u093d\u092d\u0935\u0924\u094d, \u0938\u093e \u091a \u092a\u0941\u0924\u094d\u0930\u0902 \u092a\u094d\u0930\u0938\u0935\u093f\u0937\u094d\u092f\u0924\u0947, \u0924\u0926\u093e \u0924\u094d\u0935\u0902 \u0924\u0938\u094d\u092f \u0928\u093e\u092e \u092f\u0940\u0936\u0941\u092e\u094d (\u0905\u0930\u094d\u0925\u093e\u0924\u094d \u0924\u094d\u0930\u093e\u0924\u093e\u0930\u0902) \u0915\u0930\u0940\u0937\u094d\u092f\u0938\u0947, \u092f\u0938\u094d\u092e\u093e\u0924\u094d \u0938 \u0928\u093f\u091c\u092e\u0928\u0941\u091c\u093e\u0928\u094d \u0924\u0947\u0937\u093e\u0902 \u0915\u0932\u0941\u0937\u0947\u092d\u094d\u092f \u0909\u0926\u094d\u0927\u0930\u093f\u0937\u094d\u092f\u0924\u093f\u0964","And she shall bring forth a son, and thou shalt call his name JESUS: for he shall save his people from their sins."
40001022,40,1,22,"\u0907\u0924\u094d\u0925\u0902 \u0938\u0924\u093f, \u092a\u0936\u094d\u092f \u0917\u0930\u094d\u092d\u0935\u0924\u0940 \u0915\u0928\u094d\u092f\u093e \u0924\u0928\u092f\u0902 \u092a\u094d\u0930\u0938\u0935\u093f\u0937\u094d\u092f\u0924\u0947\u0964 \u0907\u092e\u094d\u092e\u093e\u0928\u0942\u092f\u0947\u0932\u094d \u0924\u0926\u0940\u092f\u091e\u094d\u091a \u0928\u093e\u092e\u0927\u0947\u092f\u0902 \u092d\u0935\u093f\u0937\u094d\u092f\u0924\u093f\u0965 \u0907\u092e\u094d\u092e\u093e\u0928\u0942\u092f\u0947\u0932\u094d \u0905\u0938\u094d\u092e\u093e\u0915\u0902 \u0938\u0919\u094d\u0917\u0940\u0936\u094d\u0935\u0930\u0907\u0924\u094d\u092f\u0930\u094d\u0925\u0903\u0964","Now all this was done, that it might be fulfilled which was spoken of the Lord by the prophet, saying,"
40001023,40,1,23," \u0907\u0924\u093f \u092f\u0926\u094d \u0935\u091a\u0928\u0902 \u092a\u0941\u0930\u094d\u0935\u094d\u0935\u0902 \u092d\u0935\u093f\u0937\u094d\u092f\u0926\u094d\u0935\u0915\u094d\u0924\u094d\u0930\u093e \u0908\u0936\u094d\u0935\u0930\u0903 \u0915\u0925\u093e\u092f\u093e\u092e\u093e\u0938, \u0924\u0924\u094d \u0924\u0926\u093e\u0928\u0940\u0902 \u0938\u093f\u0926\u094d\u0927\u092e\u092d\u0935\u0924\u094d\u0964","Behold, a virgin shall be with child, and shall bring forth a son, and they shall call his name Emmanuel, which being interpreted is, God with us."
40001024,40,1,24,"\u0905\u0928\u0928\u094d\u0924\u0930\u0902 \u092f\u0942\u0937\u092b\u094d \u0928\u093f\u0926\u094d\u0930\u093e\u0924\u094b \u091c\u093e\u0917\u0930\u093f\u0924 \u0909\u0924\u094d\u0925\u093e\u092f \u092a\u0930\u092e\u0947\u0936\u094d\u0935\u0930\u0940\u092f\u0926\u0942\u0924\u0938\u094d\u092f \u0928\u093f\u0926\u0947\u0936\u093e\u0928\u0941\u0938\u093e\u0930\u0947\u0923 \u0928\u093f\u091c\u093e\u0902 \u091c\u093e\u092f\u093e\u0902 \u091c\u0917\u094d\u0930\u093e\u0939,","Then Joseph being raised from sleep did as the angel of the Lord had bidden him, and took unto him his wife:"
40001025,40,1,25,"\u0915\u093f\u0928\u094d\u0924\u0941 \u092f\u093e\u0935\u0924\u094d \u0938\u093e \u0928\u093f\u091c\u0902 \u092a\u094d\u0930\u0925\u092e\u0938\u0941\u0924\u0902 \u0905 \u0938\u0941\u0937\u0941\u0935\u0947, \u0924\u093e\u0935\u0924\u094d \u0924\u093e\u0902 \u0928\u094b\u092a\u093e\u0917\u091a\u094d\u091b\u0924\u094d, \u0924\u0924\u0903 \u0938\u0941\u0924\u0938\u094d\u092f \u0928\u093e\u092e \u092f\u0940\u0936\u0941\u0902 \u091a\u0915\u094d\u0930\u0947\u0964",And knew her not till she had brought forth her firstborn son: and he called his name JESUS.
40002001,40,2,1,"\u0905\u0928\u0928\u094d\u0924\u0930\u0902 \u0939\u0947\u0930\u094b\u0926\u094d \u0938\u0902\u091c\u094d\u091e\u0915\u0947 \u0930\u093e\u091c\u094d\u091e\u093f \u0930\u093e\u091c\u094d\u092f\u0902 \u0936\u093e\u0938\u0924\u093f \u092f\u093f\u0939\u0942\u0926\u0940\u092f\u0926\u0947\u0936\u0938\u094d\u092f \u092c\u0948\u0924\u094d\u0932\u0947\u0939\u092e\u093f \u0928\u0917\u0930\u0947 \u092f\u0940\u0936\u094c \u091c\u093e\u0924\u0935\u0924\u093f \u091a, \u0915\u0924\u093f\u092a\u092f\u093e \u091c\u094d\u092f\u094b\u0924\u093f\u0930\u094d\u0935\u094d\u0935\u0941\u0926\u0903 \u092a\u0942\u0930\u094d\u0935\u094d\u0935\u0938\u094d\u092f\u093e \u0926\u093f\u0936\u094b \u092f\u093f\u0930\u0942\u0936\u093e\u0932\u092e\u094d\u0928\u0917\u0930\u0902 \u0938\u092e\u0947\u0924\u094d\u092f \u0915\u0925\u092f\u092e\u093e\u0938\u0941\u0903,","Now when Jesus was born in Bethlehem of Judaea in the days of Herod the king, behold, there came wise men from the east to Jerusalem,"
40002002,40,2,2,"\u092f\u094b \u092f\u093f\u0939\u0942\u0926\u0940\u092f\u093e\u0928\u093e\u0902 \u0930\u093e\u091c\u093e \u091c\u093e\u0924\u0935\u093e\u0928\u094d, \u0938 \u0915\u0941\u0924\u094d\u0930\u093e\u0938\u094d\u0924\u0947? \u0935\u092f\u0902 \u092a\u0942\u0930\u094d\u0935\u094d\u0935\u0938\u094d\u092f\u093e\u0902 \u0926\u093f\u0936\u093f \u0924\u093f\u0937\u094d\u0920\u0928\u094d\u0924\u0938\u094d\u0924\u0926\u0940\u092f\u093e\u0902 \u0924\u093e\u0930\u0915\u093e\u092e\u094d \u0905\u092a\u0936\u094d\u092f\u093e\u092e \u0924\u0938\u094d\u092e\u093e\u0924\u094d \u0924\u0902 \u092a\u094d\u0930\u0923\u0928\u094d\u0924\u0941\u092e\u094d \u0905\u093e\u0917\u092e\u093e\u092e\u0964","Saying, Where is he that is born King of the Jews? for we have seen his star in the east, and are come to worship him."
40002003,40,2,3,\u0924\u0926\u093e \u0939\u0947\u0930\u094b\u0926\u094d \u0930\u093e\u091c\u093e \u0915\u0925\u093e\u092e\u0947\u0924\u093e\u0902 \u0928\u093f\u0936\u092e\u094d\u092f \u092f\u093f\u0930\u0942\u0936\u093e\u0932\u092e\u094d\u0928\u0917\u0930\u0938\u094d\u0925\u093f\u0924\u0948\u0903 \u0938\u0930\u094d\u0935\u094d\u0935\u092e\u093e\u0928\u0935\u0948\u0903 \u0938\u093e\u0930\u094d\u0926\u094d\u0927\u092e\u094d \u0909\u0926\u094d\u0935\u093f\u091c\u094d\u092f ,"When Herod the king had heard these things, he was troubled, and all Jerusalem with him."
40002004,40,2,4,"\u0938\u0930\u094d\u0935\u094d\u0935\u093e\u0928\u094d \u092a\u094d\u0930\u0927\u093e\u0928\u092f\u093e\u091c\u0915\u093e\u0928\u094d \u0905\u0927\u094d\u092f\u093e\u092a\u0915\u093e\u0902\u0936\u094d\u091a \u0938\u092e\u093e\u0939\u0942\u092f\u093e\u0928\u0940\u092f \u092a\u092a\u094d\u0930\u091a\u094d\u091b, \u0916\u094d\u0930\u0940\u0937\u094d\u091f\u0903 \u0915\u0941\u0924\u094d\u0930 \u091c\u0928\u093f\u0937\u094d\u092f\u0924\u0947?","And when he had gathered all the chief priests and scribes of the people together, he demanded of them where Christ should be born."
40002005,40,2,5,"\u0924\u0926\u093e \u0924\u0947 \u0915\u0925\u092f\u093e\u092e\u093e\u0938\u0941\u0903, \u092f\u093f\u0939\u0942\u0926\u0940\u092f\u0926\u0947\u0936\u0938\u094d\u092f \u092c\u0948\u0924\u094d\u0932\u0947\u0939\u092e\u093f \u0928\u0917\u0930\u0947, \u092f\u0924\u094b \u092d\u0935\u093f\u0937\u094d\u092f\u0926\u094d\u0935\u093e\u0926\u093f\u0928\u093e \u0907\u0924\u094d\u0925\u0902 \u0932\u093f\u0916\u093f\u0924\u092e\u093e\u0938\u094d\u0924\u0947,","And they said unto him, In Bethlehem of Judaea: for thus it is written by the prophet,"
40002006,40,2,6,\u0938\u0930\u094d\u0935\u094d\u0935\u093e\u092d\u094d\u092f\u094b \u0930\u093e\u091c\u0927\u093e\u0928\u0940\u092d\u094d\u092f\u094b \u092f\u093f\u0939\u0942\u0926\u0940\u092f\u0938\u094d\u092f \u0928\u0940\u0935\u0943\u0924\u0903\u0964 \u0939\u0947 \u092f\u0940\u0939\u0942\u0926\u0940\u092f\u0926\u0947\u0936\u0938\u094d\u092f\u0947 \u092c\u0948\u0924\u094d\u0932\u0947\u0939\u092e\u094d \u0924\u094d\u0935\u0902 \u0928 \u091a\u093e\u0935\u0930\u093e\u0964\n \u0907\u0938\u094d\u0930\u093e\u092f\u0947\u0932\u0940\u092f\u0932\u094b\u0915\u093e\u0928\u094d \u092e\u0947 \u092f\u0924\u094b \u092f\u0903 \u092a\u093e\u0932\u092f\u093f\u0937\u094d\u092f\u0924\u093f\u0964 \u0924\u093e\u0926\u0943\u0917\u0947\u0915\u094b \u092e\u0939\u093e\u0930\u093e\u091c\u0938\u094d\u0924\u094d\u0935\u0928\u094d\u092e\u0927\u094d\u092f \u0909\u0926\u094d\u092d\u0935\u093f\u0937\u094d\u092f\u0924\u0940\u0965 ,"And thou Bethlehem, in the land of Juda, art not the least among the princes of Juda: for out of thee shall come a Governor, that shall rule my people Israel."
40002007,40,2,7,"\u0924\u0926\u093e\u0928\u0940\u0902 \u0939\u0947\u0930\u094b\u0926\u094d \u0930\u093e\u091c\u093e \u0924\u093e\u0928\u094d \u091c\u094d\u092f\u094b\u0924\u093f\u0930\u094d\u0935\u094d\u0935\u093f\u0926\u094b \u0917\u094b\u092a\u0928\u092e\u094d \u0906\u0939\u0942\u092f \u0938\u093e \u0924\u093e\u0930\u0915\u093e \u0915\u0926\u093e \u0926\u0943\u0937\u094d\u091f\u093e\u092d\u0935\u0924\u094d , \u0924\u0926\u094d \u0935\u093f\u0928\u093f\u0936\u094d\u091a\u092f\u093e\u092e\u093e\u0938\u0964 ","Then Herod, when he had privily called the wise men, enquired of them diligently what time the star appeared."
40002008,40,2,8,"\u0905\u092a\u0930\u0902 \u0924\u093e\u0928\u094d \u092c\u0948\u0924\u094d\u0932\u0947\u0939\u092e\u0902  \u092a\u094d\u0930\u0939\u0940\u0924\u094d\u092f \u0917\u0926\u093f\u0924\u0935\u093e\u0928\u094d, \u092f\u0942\u092f\u0902 \u092f\u093e\u0924, \u092f\u0924\u094d\u0928\u093e\u0924\u094d \u0924\u0902 \u0936\u093f\u0936\u0941\u092e\u094d \u0905\u0928\u094d\u0935\u093f\u0937\u094d\u092f \u0924\u0926\u0941\u0926\u094d\u0926\u0947\u0936\u0947 \u092a\u094d\u0930\u093e\u092a\u094d\u0924\u0947 \u092e\u0939\u094d\u092f\u0902 \u0935\u093e\u0930\u094d\u0924\u094d\u0924\u093e\u0902 \u0926\u093e\u0938\u094d\u092f\u0925, \u0924\u0924\u094b \u092e\u092f\u093e\u092a\u093f \u0917\u0924\u094d\u0935\u093e \u0938 \u092a\u094d\u0930\u0923\u0902\u0938\u094d\u092f\u0924\u0947\u0964 ","And he sent them to Bethlehem, and said, Go and search diligently for the young child; and when ye have found him, bring me word again, that I may come and worship him also."
40002009,40,2,9,"\u0924\u0926\u093e\u0928\u0940\u0902 \u0930\u093e\u091c\u094d\u091e \u090f\u0924\u093e\u0926\u0943\u0936\u0940\u092e\u094d \u0906\u091c\u094d\u091e\u093e\u0902 \u092a\u094d\u0930\u093e\u092a\u094d\u092f \u0924\u0947 \u092a\u094d\u0930\u0924\u0938\u094d\u0925\u093f\u0930\u0947, \u0924\u0924\u0903 \u092a\u0942\u0930\u094d\u0935\u094d\u0935\u0930\u094d\u0938\u094d\u092f\u093e\u0902 \u0926\u093f\u0936\u093f \u0938\u094d\u0925\u093f\u0924\u0948\u0938\u094d\u0924\u0948 \u0930\u094d\u092f\u093e \u0924\u093e\u0930\u0915\u093e \u0926\u0943\u0937\u094d\u091f\u093e \u0938\u093e \u0924\u093e\u0930\u0915\u093e \u0924\u0947\u0937\u093e\u092e\u0917\u094d\u0930\u0947 \u0917\u0924\u094d\u0935\u093e \u092f\u0924\u094d\u0930 \u0938\u094d\u0925\u093e\u0928\u0947 \u0936\u093f\u0936\u0942\u0930\u093e\u0938\u094d\u0924\u0947, \u0924\u0938\u094d\u092f \u0938\u094d\u0925\u093e\u0928\u0938\u094d\u092f\u094b\u092a\u0930\u093f \u0938\u094d\u0925\u0917\u093f\u0924\u093e \u0924\u0938\u094d\u092f\u094c\u0964","When they had heard the king, they departed; and, lo, the star, which they saw in the east, went before them, till it came and stood over where the young child was."
40002010,40,2,10,"\u0924\u0926\u094d \u0926\u0943\u0937\u094d\u091f\u094d\u0935\u093e \u0924\u0947 \u092e\u0939\u093e\u0928\u0928\u094d\u0926\u093f\u0924\u093e \u092c\u092d\u0942\u0935\u0941\u0903,","When they saw the star, they rejoiced with exceeding great joy."
