id,SA,EN
c:2v3,क्लैब्यं मा स्म गम: पार्थ नैतत्तवय्युपपद्यते |क्षुद्रं हृदयदौर्बल्यं त्यक्त्वोत्तिष्ठ परन्तप || ,"O Parth, it does not befit you to yield to this unmanliness. Give up such petty weakness of heart and arise, O vanquisher of enemies."
c:2v4,अर्जुन उवाच |कथं भीष्ममहं सङ्ख्ये द्रोणं च मधुसूदन |इषुभि: प्रतियोत्स्यामि पूजार्हावरिसूदन || ,"Arjun said: O Madhusudan, how can I shoot arrows in battle on men like Bheeshma and Dronacharya, who are worthy of my worship, O destroyer of enemies?"
c:2v5,गुरूनहत्वा हि महानुभावान्श्रेयो भोक्तुं भैक्ष्यमपीह लोके |हत्वार्थकामांस्तु गुरूनिहैवभुञ्जीय भोगान् रुधिरप्रदिग्धान् || ,"It would be better to live in this world by begging, than to enjoy life by killing these noble elders, who are my teachers. If we kill them, the wealth and pleasures we enjoy will be tainted with blood."
c:2v6,न चैतद्विद्म: कतरन्नो गरीयोयद्वा जयेम यदि वा नो जयेयु: |यानेव हत्वा न जिजीविषामस्तेऽवस्थिता: प्रमुखे धार्तराष्ट्रा: || ,"We do not even know which result of this war is preferable for us—conquering them or being conquered by them. Even after killing them we will not desire to live. Yet they have taken the side of Dhritarasthra, and now stand before us on the battlefield."
c:2v7,कार्पण्यदोषोपहतस्वभाव: पृच्छामि त्वां धर्मसम्मूढचेता: |यच्छ्रेय: स्यान्निश्चितं ब्रूहि तन्मेशिष्यस्तेऽहं शाधि मां त्वां प्रपन्नम् || ,"I am confused about my duty, and am besieged with anxiety and faintheartedness. I am your disciple, and am surrendered to you. Please instruct me for certain what is best for me."
c:2v8,न हि प्रपश्यामि ममापनुद्याद्यच्छोकमुच्छोषणमिन्द्रियाणाम् |अवाप्य भूमावसपत्नमृद्धंराज्यं सुराणामपि चाधिपत्यम् || ,"I can find no means of driving away this anguish that is drying up my senses. Even if I win a prosperous and unrivalled kingdom on the earth, or gain sovereignty like the celestial gods, I will be unable to dispel this grief."
c:2v9,सञ्जय उवाच |एवमुक्त्वा हृषीकेशं गुडाकेश: परन्तप |न योत्स्य इति गोविन्दमुक्त्वा तूष्णीं बभूव ह || ,"Sanjay said: Having thus spoken, Gudakesh, that chastiser of enemies, addressed Hrishikesh: “Govind, I shall not fight,” and became silent."
c:2v10,तमुवाच हृषीकेश: प्रहसन्निव भारत |सेनयोरुभयोर्मध्ये विषीदन्तमिदं वच: || ,"O Dhritarashtra, thereafter, in the midst of both the armies, Shree Krishna smilingly spoke the following words to the grief-stricken Arjun."
c:2v11,श्रीभगवानुवाच |अशोच्यानन्वशोचस्त्वं प्रज्ञावादांश्च भाषसे |गतासूनगतासूंश्च नानुशोचन्ति पण्डिता: || ,"The Supreme Lord said: While you speak words of wisdom, you are mourning for that which is not worthy of grief. The wise lament neither for the living nor for the dead."
c:2v12,न त्वेवाहं जातु नासं न त्वं नेमे जनाधिपा |न चैव न भविष्याम: सर्वे वयमत: परम् || ,"Never was there a time when I did not exist, nor you, nor all these kings; nor in the future shall any of us cease to be."
c:2v13,देहिनोऽस्मिन्यथा देहे कौमारं यौवनं जरा |तथा देहान्तरप्राप्तिर्धीरस्तत्र न मुह्यति || ,"Just as the embodied soul continuously passes from childhood to youth to old age, similarly, at the time of death, the soul passes into another body. The wise are not deluded by this."
c:2v14,मात्रास्पर्शास्तु कौन्तेय शीतोष्णसुखदु: खदा: |आगमापायिनोऽनित्यास्तांस्तितिक्षस्व भारत || ,"O son of Kunti, the contact between the senses and the sense objects gives rise to fleeting perceptions of happiness and distress. These are non-permanent, and come and go like the winter and summer seasons. O descendent of Bharat, one must learn to tolerate them without being disturbed."
c:2v15,यं हि न व्यथयन्त्येते पुरुषं पुरुषर्षभ |समदु:खसुखं धीरं सोऽमृतत्वाय कल्पते || ,"O Arjun, noblest amongst men, that person who is not affected by happiness and distress, and remains steady in both, becomes eligible for liberation."
c:2v16,नासतो विद्यते भावो नाभावो विद्यते सत: |उभयोरपि दृष्टोऽन्तस्त्वनयोस्तत्वदर्शिभि: || ,"Of the transient there is no endurance, and of the eternal there is no cessation. This has verily been observed by the seers of the truth, after studying the nature of both."
c:2v17,अविनाशि तु तद्विद्धि येन सर्वमिदं ततम् |विनाशमव्ययस्यास्य न कश्चित्कर्तुमर्हति || ,"That which pervades the entire body, know it to be indestructible. No one can cause the destruction of the imperishable soul."
c:2v18,अन्तवन्त इमे देहा नित्यस्योक्ता: शरीरिण: |अनाशिनोऽप्रमेयस्य तस्माद्युध्यस्व भारत || ,"Only the material body is perishable; the embodied soul within is indestructible, immeasurable, and eternal. Therefore, fight, O descendent of Bharat."
c:2v19,य एनं वेत्ति हन्तारं यश्चैनं मन्यते हतम् |उभौ तौ न विजानीतो नायं हन्ति न हन्यते || ,"Neither of them is in knowledge—the one who thinks the soul can slay and the one who thinks the soul can be slain. For truly, the soul neither kills nor can it be killed."
c:2v20,न जायते म्रियते वा कदाचिनायं भूत्वा भविता वा न भूय: |अजो नित्य: शाश्वतोऽयं पुराणोन हन्यते हन्यमाने शरीरे || ,"The soul is neither born, nor does it ever die; nor having once existed, does it ever cease to be. The soul is without birth, eternal, immortal, and ageless. It is not destroyed when the body is destroyed."
c:2v21,वेदाविनाशिनं नित्यं य एनमजमव्ययम् |कथं स पुरुष: पार्थ कं घातयति हन्ति कम् || ,"O Parth, how can one who knows the soul to be imperishable, eternal, unborn, and immutable kill anyone or cause anyone to kill?"
c:2v22,वासांसि जीर्णानि यथा विहायनवानि गृह्णाति नरोऽपराणि |तथा शरीराणि विहाय जीर्णान्यन्यानि संयाति नवानि देही || ,"As a person sheds worn-out garments and wears new ones, likewise, at the time of death, the soul casts off its worn-out body and enters a new one."
c:2v23,नैनं छिन्दन्ति शस्त्राणि नैनं दहति पावक: |न चैनं क्लेदयन्त्यापो न शोषयति मारुत: || ,"Weapons cannot shred the soul, nor can fire burn it. Water cannot wet it, nor can the wind dry it."
c:2v24,अच्छेद्योऽयमदाह्योऽयमक्लेद्योऽशोष्य एव च |नित्य: सर्वगत: स्थाणुरचलोऽयं सनातन: || ,"The soul is unbreakable and incombustible; it can neither be dampened nor dried. It is everlasting, in all places, unalterable, immutable, and primordial."
c:2v25,अव्यक्तोऽयमचिन्त्योऽयमविकार्योऽयमुच्यते |तस्मादेवं विदित्वैनं नानुशोचितुमर्हसि || ,"The soul is spoken of as invisible, inconceivable, and unchangeable. Knowing this, you should not grieve for the body."
c:2v26,अथ चैनं नित्यजातं नित्यं वा मन्यसे मृतम् |तथापि त्वं महाबाहो नैवं शोचितुमर्हसि || ,"If, however, you think that the self is subject to constant birth and death, O mighty-armed Arjun, even then you should not grieve like this."
c:2v27,जातस्य हि ध्रुवो मृत्युर्ध्रुवं जन्म मृतस्य च |तस्मादपरिहार्येऽर्थे न त्वं शोचितुमर्हसि || ,"Death is certain for one who has been born, and rebirth is inevitable for one who has died. Therefore, you should not lament over the inevitable."
c:2v28,अव्यक्तादीनि भूतानि व्यक्तमध्यानि भारत |अव्यक्तनिधनान्येव तत्र का परिदेवना || ,"O scion of Bharat, all created beings are unmanifest before birth, manifest in life, and again unmanifest on death. So why grieve?"
c:2v29,आश्चर्यवत्पश्यति कश्चिदेनमाश्चर्यवद्वदति तथैव चान्य: |आश्चर्यवच्चैनमन्य: शृ्णोतिश्रुत्वाप्येनं वेद न चैव कश्चित् || ,"Some see the soul as amazing, some describe it as amazing, and some hear of the soul as amazing, while others, even on hearing, cannot understand it at all."
c:2v30,देही नित्यमवध्योऽयं देहे सर्वस्य भारत |तस्मात्सर्वाणि भूतानि न त्वं शोचितुमर्हसि || ,"O Arjun, the soul that dwells within the body is immortal; therefore, you should not mourn for anyone."
c:2v31,स्वधर्ममपि चावेक्ष्य न विकम्पितुमर्हसि |धर्म्याद्धि युद्धाच्छ्रेयोऽन्यत्क्षत्रियस्य न विद्यते || ,"Besides, considering your duty as a warrior, you should not waver. Indeed, for a warrior, there is no better engagement than fighting for upholding of righteousness."
c:2v32,यदृच्छया चोपपन्नं स्वर्गद्वारमपावृतम् |सुखिन: क्षत्रिया: पार्थ लभन्ते युद्धमीदृशम् || ,"O Parth, happy are the warriors to whom such opportunities to defend righteousness come unsought, opening for them the stairway to the celestial abodes."
c:2v33,अथ चेतत्वमिमं धर्म्यं संग्रामं न करिष्यसि |तत: स्वधर्मं कीर्तिं च हित्वा पापमवाप्स्यसि || ,"If, however, you refuse to fight this righteous war, abandoning your social duty and reputation, you will certainly incur sin."
c:2v34,अकीर्तिं चापि भूतानिकथयिष्यन्ति तेऽव्ययाम् |सम्भावितस्य चाकीर्तिर्मरणादतिरिच्यते || ,"People will speak of you as a coward and a deserter. For a respectable person, infamy is worse than death."
c:2v35,भयाद्रणादुपरतं मंस्यन्ते त्वां महारथा: |येषां च त्वं बहुमतो भूत्वा यास्यसि लाघवम् || ,"The great generals who hold you in high esteem will think that you fled from the battlefield out of fear, and thus will lose their respect for you."
